id,KNN,CNN,LDA,NN,forest,SVM,xgboost,true
56305,1,1,1,1,1,1,1,7
734,0,0,0,0,0,1,0,0
34210,1,1,1,1,1,1,1,5
34159,1,1,1,1,1,1,1,5
54383,0,1,1,1,1,0,1,7
20133,0,0,0,0,0,0,0,2
47137,1,1,1,1,1,1,1,6
39842,1,1,1,1,1,1,1,5
43898,1,1,1,1,1,1,1,5
35162,1,1,1,1,1,1,1,5
14370,1,1,1,1,1,1,1,1
59585,1,1,1,1,1,1,1,8
20496,1,0,0,1,1,1,1,2
32422,1,1,1,1,1,1,1,5
33902,1,1,1,1,1,1,1,5
57273,1,1,1,1,1,1,1,8
20925,0,0,0,1,1,1,0,2
43296,1,1,1,1,1,1,1,5
6794,1,1,1,1,1,1,1,1
52408,1,1,1,1,1,1,1,7
6849,0,1,1,1,0,1,1,1
26964,0,0,0,0,0,0,0,3
2077,0,1,1,1,1,1,1,1
58417,1,1,1,1,1,1,1,8
19652,0,0,0,0,1,0,0,2
43524,1,1,1,1,1,1,1,5
48880,1,1,1,1,1,1,1,7
33685,0,0,0,0,0,0,0,5
34870,1,1,1,1,1,1,1,5
16694,1,1,1,1,1,1,1,1
17022,1,1,1,1,1,1,1,1
29631,1,1,1,1,1,1,1,4
48180,1,1,1,1,1,1,1,6
54844,0,0,0,0,0,0,0,7
60345,0,0,0,0,0,0,0,8
5504,1,1,1,1,1,1,1,1
29322,1,1,1,1,1,1,1,4
27886,1,1,0,1,1,1,1,3
34013,1,1,1,1,1,1,1,5
39865,1,1,1,1,1,1,1,5
11940,1,1,1,1,1,1,1,1
49337,1,1,1,1,1,1,1,7
41091,1,0,0,0,0,0,0,5
11709,1,1,1,1,1,1,1,1
26907,0,0,0,0,0,0,0,3
28875,1,1,1,1,1,1,1,4
15844,1,1,1,1,1,1,1,1
54640,1,1,0,1,1,1,1,7
58140,1,1,1,0,1,1,0,8
51818,1,1,1,1,1,1,1,7
59175,1,1,1,1,1,1,1,8
25328,0,0,0,0,0,0,0,2
10987,1,1,1,1,1,1,1,1
15798,1,1,1,1,1,1,1,1
60404,1,1,1,1,1,1,1,8
20800,0,1,0,1,1,1,1,2
15484,1,1,1,1,1,1,1,1
54394,1,1,1,1,1,1,1,7
54870,0,0,0,0,0,0,0,7
38479,1,1,1,1,1,1,1,5
11943,1,1,1,1,1,1,1,1
20244,0,0,0,0,1,0,0,2
56149,1,1,1,1,1,1,1,7
6143,1,1,1,1,1,1,1,1
35794,1,1,1,1,1,1,1,5
233,0,0,0,0,0,0,0,0
34029,1,1,1,0,1,1,1,5
43355,1,1,1,1,1,1,1,5
8350,1,1,1,1,1,1,1,1
17675,0,1,1,0,0,1,1,1
7465,1,1,1,1,1,1,1,1
56760,0,1,1,1,1,1,1,7
46891,0,0,0,0,1,1,0,6
18973,1,1,0,1,1,0,1,2
34206,1,0,0,1,0,1,1,5
40583,1,1,1,1,1,1,1,5
46643,1,1,1,1,1,1,1,6
533,1,1,0,1,1,1,1,0
33307,1,1,1,1,1,1,1,5
14383,1,1,1,1,1,1,1,1
36979,1,1,1,1,1,1,1,5
24650,1,0,0,1,1,1,1,2
8945,1,1,1,1,1,1,1,1
43252,1,1,1,1,1,1,1,5
55686,1,1,1,1,1,1,1,7
19012,1,1,0,0,0,0,0,2
20391,1,0,0,1,0,0,1,2
17000,1,1,1,1,1,1,1,1
4074,1,1,1,0,1,1,1,1
10343,1,1,1,1,1,1,1,1
5333,1,1,1,1,1,1,1,1
15137,1,1,1,1,1,1,1,1
58785,1,1,1,1,1,1,1,8
21191,0,0,0,0,0,0,0,2
5367,0,1,1,0,1,1,1,1
30323,1,1,1,1,1,1,1,4
42619,1,1,1,1,1,1,1,5
33762,1,1,1,1,1,1,1,5
20261,0,1,0,0,0,0,0,2
53767,0,1,0,0,1,1,1,7
49279,1,1,1,1,1,1,1,7
7537,0,0,1,0,0,1,1,1
16814,0,0,0,0,0,0,0,1
11902,0,1,1,0,1,1,1,1
922,1,1,0,1,0,1,1,0
37906,1,1,1,1,1,1,1,5
685,1,1,0,1,1,1,1,0
48717,0,1,1,1,1,1,1,7
3284,1,1,1,1,1,1,1,1
51448,1,1,1,1,1,1,1,7
55505,1,1,1,1,1,1,1,7
50531,1,1,1,1,1,1,1,7
54099,1,1,1,1,1,1,1,7
55641,0,0,0,0,0,0,0,7
43297,1,1,1,1,1,1,1,5
11185,1,1,1,1,1,1,1,1
34144,1,1,1,1,1,1,1,5
46321,1,0,0,0,1,0,1,6
8106,1,1,1,1,1,1,1,1
14783,1,1,1,1,1,1,1,1
46129,1,1,1,1,1,1,1,6
17857,1,1,1,0,1,1,1,1
37095,1,1,1,1,1,1,1,5
32866,0,0,0,0,0,0,0,5
51188,1,1,1,1,1,1,1,7
60848,1,1,1,1,1,1,1,8
40731,1,1,1,1,1,1,1,5
58332,1,1,1,1,1,1,1,8
53427,1,1,0,1,1,1,1,7
22504,0,0,0,0,0,0,0,2
49942,1,1,1,1,1,1,1,7
560,1,1,1,1,1,1,1,0
5689,0,0,1,1,1,1,1,1
19634,0,0,0,0,1,0,1,2
59531,1,1,1,1,1,1,1,8
19742,0,0,0,0,0,0,0,2
9797,1,1,1,1,1,1,1,1
60834,1,1,1,1,1,1,1,8
6906,1,1,1,1,0,0,0,1
43927,1,1,1,1,1,1,1,5
3742,1,1,1,1,1,1,1,1
39859,1,1,1,1,1,1,1,5
15487,1,1,1,1,1,1,1,1
24846,0,1,0,1,0,0,1,2
18974,1,0,0,1,1,1,0,2
21745,0,0,0,0,0,0,0,2
23888,0,0,0,0,0,0,0,2
51540,1,1,1,1,1,1,1,7
59961,1,1,1,1,1,1,1,8
25609,1,1,1,1,1,1,1,2
1044,1,1,0,1,1,1,1,0
48673,1,1,1,1,1,1,1,7
2452,0,1,1,0,0,1,0,1
56793,1,1,1,1,1,1,1,7
18025,0,1,1,1,1,1,1,1
12978,0,0,1,1,0,0,0,1
54082,1,1,1,1,1,1,1,7
10715,1,1,1,1,1,1,1,1
49497,1,1,1,1,1,1,1,7
38242,1,1,1,1,1,1,1,5
12824,1,1,1,1,1,1,1,1
30887,1,1,1,1,1,1,1,4
7887,0,1,1,1,0,1,1,1
49468,1,1,1,1,1,1,1,7
1396,0,1,0,1,0,1,1,0
31073,1,1,1,1,1,1,1,4
5955,1,1,1,1,0,1,0,1
38811,1,1,1,1,1,1,1,5
59650,1,1,1,1,1,1,1,8
14890,1,1,1,1,1,1,1,1
30096,1,1,1,1,1,1,1,4
31471,1,1,1,1,1,1,1,4
54412,1,1,1,1,1,1,1,7
27211,0,0,0,1,1,0,1,3
11309,1,1,1,1,1,1,1,1
27204,0,0,0,0,0,0,0,3
1648,0,1,0,1,1,1,1,0
54234,1,0,1,0,0,1,0,7
13918,1,1,1,1,1,1,1,1
35821,1,1,1,1,1,1,1,5
11768,1,1,1,1,1,0,1,1
16602,1,1,1,1,1,1,1,1
1344,0,0,1,1,1,1,1,0
11915,1,1,1,1,1,1,1,1
25075,1,1,0,1,1,1,1,2
40108,1,1,1,1,1,1,1,5
11769,1,1,1,1,1,1,1,1
50653,1,1,1,1,1,1,1,7
12441,1,1,1,1,1,1,1,1
17132,1,1,1,1,1,1,1,1
59984,1,1,1,1,1,1,1,8
55662,1,1,1,1,1,1,1,7
11050,0,1,1,1,1,1,1,1
45452,1,1,1,1,1,1,1,5
12144,1,1,1,1,1,1,1,1
6291,1,1,1,1,1,1,1,1
342,0,1,0,1,1,1,1,0
32888,1,1,0,0,1,1,0,5
42694,1,1,1,1,1,1,1,5
32841,1,1,1,1,1,1,1,5
15175,1,1,1,0,0,0,0,1
60420,0,0,0,0,0,0,0,8
15119,1,1,1,0,1,1,1,1
61251,1,1,1,1,1,1,1,8
51380,1,1,1,1,1,1,1,7
24973,0,1,0,0,1,1,1,2
45465,1,1,1,1,1,1,1,5
465,0,1,0,0,0,0,0,0
57300,1,1,1,1,1,1,1,8
45717,0,1,0,0,1,1,1,6
8232,1,1,0,1,1,1,1,1
3870,0,1,1,0,0,0,0,1
27966,0,0,0,0,0,0,0,3
27582,1,1,0,0,0,0,1,3
3772,1,1,1,1,1,1,1,1
14898,1,0,1,0,0,0,1,1
42180,1,1,1,1,1,0,0,5
43086,1,1,1,1,1,1,1,5
41008,1,1,1,1,1,1,1,5
2686,1,0,1,1,1,1,1,1
4857,1,1,1,0,1,0,0,1
24243,1,1,0,1,1,1,1,2
3621,0,1,1,1,1,1,1,1
29182,1,1,1,1,1,1,1,4
17273,1,1,1,1,1,1,1,1
19297,1,1,0,1,1,1,0,2
41374,1,1,1,1,1,0,1,5
55258,1,1,1,1,1,1,1,7
1900,0,0,0,0,0,0,0,0
22580,1,0,0,1,0,0,0,2
16918,1,1,1,1,1,1,1,1
31549,1,1,1,1,1,1,1,5
4703,1,1,1,1,1,1,1,1
14708,1,1,1,1,1,1,1,1
8561,1,1,1,1,1,1,1,1
4693,1,1,1,1,1,1,1,1
15572,1,1,1,1,1,1,1,1
12593,1,0,1,1,1,1,1,1
61791,1,1,1,1,1,1,1,8
42782,1,1,1,1,1,1,1,5
7238,0,1,1,1,1,1,0,1
461,1,1,0,1,1,1,1,0
47140,1,1,1,1,1,1,1,6
52735,1,1,1,1,1,1,1,7
17429,1,1,1,1,1,1,1,1
50571,1,1,1,1,1,1,1,7
50120,1,1,1,1,1,1,1,7
54808,1,1,1,1,1,1,1,7
61748,1,1,1,1,1,1,1,8
1494,1,0,0,0,0,0,0,0
17750,1,1,1,1,1,1,1,1
9369,1,1,1,1,1,1,1,1
4124,0,1,1,1,1,0,0,1
38752,1,1,1,1,1,1,1,5
12935,0,1,1,1,1,1,1,1
25554,1,1,0,1,1,1,1,2
731,1,0,0,1,0,1,0,0
24778,1,0,0,0,0,0,0,2
52098,1,1,1,1,1,1,1,7
34995,1,1,1,1,1,1,1,5
51839,1,1,0,1,1,1,1,7
8735,0,1,1,0,1,1,1,1
32051,0,1,1,1,1,1,0,5
48069,0,0,0,0,0,0,0,6
53376,1,1,1,1,1,1,1,7
41952,1,1,1,1,1,1,1,5
29261,1,1,1,1,1,1,1,4
59362,1,1,1,1,1,1,1,8
57324,0,0,1,1,1,1,1,8
31502,1,1,1,1,1,1,1,5
29646,1,1,1,1,1,1,1,4
53545,1,1,1,1,1,1,1,7
44797,1,1,1,0,1,0,1,5
6823,1,1,1,1,1,1,1,1
47615,1,1,1,1,1,1,1,6
50901,1,1,1,1,1,1,1,7
52785,1,1,1,1,1,1,1,7
17863,1,1,1,1,1,1,1,1
48529,1,1,1,1,1,1,1,7
187,0,1,1,1,1,1,1,0
22955,1,0,0,1,1,1,1,2
48140,0,0,0,1,0,0,1,6
44786,1,1,1,1,1,1,1,5
6305,1,1,1,1,1,1,1,1
29495,1,1,1,1,1,1,1,4
45038,1,1,1,1,1,1,1,5
55967,1,1,1,1,1,1,1,7
848,0,0,0,0,0,1,0,0
43091,1,1,1,1,1,1,1,5
39972,1,1,1,1,1,1,1,5
53636,1,0,1,1,1,1,1,7
9455,1,1,1,1,1,1,1,1
30524,1,1,1,1,1,1,1,4
35937,1,1,1,1,1,1,1,5
6971,0,0,1,1,1,1,1,1
55687,1,1,1,1,1,1,1,7
31708,1,1,1,1,1,1,1,5
44024,1,1,1,1,1,1,1,5
20665,1,1,0,0,0,0,1,2
9567,0,0,1,0,0,0,0,1
31300,1,1,1,1,1,1,1,4
17213,1,1,1,1,1,1,1,1
4673,0,0,1,0,0,0,0,1
30767,1,1,1,1,1,1,1,4
17094,1,1,1,1,1,1,1,1
13248,1,1,1,1,1,1,1,1
12204,1,0,1,1,1,0,1,1
42978,1,1,1,1,1,1,1,5
54769,1,1,1,1,1,1,1,7
35740,1,1,1,1,1,1,1,5
44570,1,1,1,1,1,1,1,5
11394,1,1,1,1,1,1,1,1
18952,0,0,0,1,0,0,0,2
55619,1,1,1,1,1,1,1,7
20983,1,1,0,1,1,1,1,2
42230,1,1,1,1,1,1,1,5
51069,1,1,1,1,1,1,1,7
3734,1,1,1,1,1,1,1,1
21576,1,1,0,1,1,1,1,2
18432,1,1,0,0,1,1,1,2
4571,1,1,1,1,1,1,1,1
44052,1,0,1,1,1,1,1,5
53337,0,1,1,1,1,1,1,7
14948,1,1,1,1,1,1,1,1
37545,1,1,1,1,1,1,1,5
56315,0,0,0,0,0,0,0,7
7468,1,1,1,1,1,1,1,1
21459,0,1,0,0,1,0,0,2
54783,1,1,1,1,1,1,1,7
45571,1,1,1,1,1,1,1,5
26549,0,1,0,1,1,1,1,3
11500,1,1,1,1,1,1,1,1
7137,1,1,1,1,1,1,1,1
52240,1,1,1,1,1,1,1,7
10228,0,1,1,0,1,0,1,1
46225,1,1,1,0,1,0,1,6
1144,1,1,0,1,1,1,1,0
50785,0,0,0,0,0,0,0,7
58714,1,1,1,1,1,1,1,8
50264,1,1,1,1,1,1,1,7
53742,1,1,1,1,1,1,1,7
44312,1,1,1,1,1,1,1,5
29150,1,1,1,1,1,1,1,4
15789,1,1,1,1,1,1,1,1
28191,1,0,0,0,0,0,0,3
34394,1,1,1,1,1,1,1,5
60767,1,1,1,1,1,1,1,8
7609,1,1,1,1,1,1,1,1
5670,1,1,1,1,1,1,1,1
40736,1,1,1,1,1,1,1,5
58904,0,1,1,0,1,1,1,8
43745,1,1,1,1,1,1,1,5
14001,1,1,1,1,1,1,1,1
27094,0,0,0,1,1,0,0,3
9953,1,1,1,1,1,1,1,1
36383,1,1,1,1,1,1,1,5
40562,1,1,1,1,1,1,1,5
12782,1,1,1,1,1,1,1,1
29184,1,1,1,1,1,1,1,4
19604,0,1,0,0,0,0,0,2
55179,1,1,1,1,1,1,1,7
52101,1,1,1,1,1,1,1,7
48640,0,0,0,0,0,0,0,7
60296,1,1,1,1,1,1,1,8
55670,1,1,1,1,1,1,1,7
40555,1,1,1,1,1,1,1,5
12540,1,1,1,1,1,1,1,1
54232,1,1,0,1,1,1,0,7
30681,1,1,1,1,1,1,1,4
31716,1,1,1,1,1,1,1,5
48291,1,0,0,0,1,1,1,6
44626,1,1,1,1,1,1,1,5
13986,1,1,1,1,1,1,1,1
11827,1,1,1,1,1,1,1,1
56417,1,1,1,1,1,1,1,7
32080,1,1,1,1,1,1,1,5
12589,1,1,1,1,1,1,1,1
52899,0,0,1,1,1,1,0,7
51376,1,1,1,1,1,1,1,7
44633,1,1,1,1,1,1,1,5
21153,1,0,0,1,1,1,1,2
60336,1,1,1,1,1,1,1,8
32015,1,1,1,1,1,1,1,5
26694,1,0,0,1,1,1,1,3
58165,0,0,1,1,1,1,1,8
1083,1,1,0,1,1,1,1,0
3100,1,0,1,1,1,1,1,1
14605,0,0,1,0,0,0,0,1
50010,1,1,1,1,1,1,1,7
57758,1,0,1,1,1,1,1,8
53395,1,1,1,1,1,1,1,7
36068,1,1,1,1,1,1,1,5
57676,1,1,1,1,1,1,1,8
46402,1,1,1,1,1,1,0,6
41556,1,1,1,1,1,1,1,5
44057,1,1,1,1,1,1,1,5
19720,0,0,0,0,0,0,0,2
34939,1,1,1,1,1,1,1,5
13247,1,1,1,1,1,1,1,1
43271,1,1,1,1,1,1,1,5
30515,1,1,1,1,1,1,1,4
55265,1,1,1,1,1,1,1,7
58672,1,1,1,1,1,1,1,8
57542,0,0,0,0,0,0,0,8
38530,1,1,1,0,1,1,1,5
9251,1,1,1,1,1,1,1,1
46647,1,0,1,1,1,1,1,6
18823,1,0,0,0,0,0,0,2
1316,1,0,0,1,1,1,1,0
488,0,1,1,1,1,1,1,0
11502,1,1,1,1,1,1,1,1
43515,1,1,1,1,1,1,1,5
25485,1,1,0,1,1,0,1,2
14068,1,1,1,1,1,1,1,1
15681,1,1,1,1,1,1,1,1
5280,1,1,1,1,1,1,1,1
41214,1,1,1,1,1,1,1,5
30963,1,1,1,1,1,1,1,4
41140,1,1,1,1,1,1,1,5
56603,1,1,1,1,1,1,1,7
20691,1,1,0,1,1,0,1,2
56591,1,0,1,0,1,0,0,7
3546,0,1,1,0,1,0,1,1
35883,1,1,1,1,1,1,1,5
34415,1,1,1,1,1,1,1,5
27326,0,1,0,0,1,0,0,3
56749,1,1,1,1,1,1,1,7
15162,1,1,1,1,1,1,1,1
2627,1,1,1,1,1,1,1,1
51691,1,1,1,1,1,1,1,7
50582,1,1,1,1,1,1,1,7
5234,1,1,1,1,1,1,1,1
40080,1,1,1,1,1,1,1,5
11103,0,0,1,1,1,0,1,1
22822,1,1,0,1,1,1,0,2
59185,1,1,1,1,1,1,1,8
44104,1,1,1,1,1,1,1,5
19363,1,1,0,0,1,1,1,2
14711,1,1,1,0,1,1,1,1
39400,1,1,1,1,1,1,1,5
33439,1,1,1,1,1,1,1,5
21554,0,1,0,0,1,1,0,2
6502,0,1,1,1,0,1,0,1
2783,0,1,1,1,1,0,1,1
11321,1,1,1,1,1,1,1,1
21964,1,0,0,1,1,0,1,2
17383,1,0,1,1,1,1,1,1
5375,1,0,1,0,0,0,0,1
50795,1,1,1,1,1,1,1,7
4671,1,1,1,1,1,1,1,1
22620,1,1,0,1,1,1,1,2
27567,0,1,0,0,0,0,0,3
33301,1,1,1,1,1,1,1,5
57172,0,0,0,0,0,0,0,8
41487,1,1,1,1,1,1,1,5
27611,1,1,0,1,1,1,1,3
48132,1,1,1,1,1,1,1,6
36241,1,1,1,1,1,1,1,5
11872,0,0,0,0,1,0,1,1
30829,1,1,1,1,1,1,1,4
24302,1,1,0,1,1,1,1,2
37885,1,1,1,1,1,1,1,5
59588,1,0,1,1,1,1,1,8
18984,1,1,0,0,0,0,0,2
24876,0,1,0,0,0,1,1,2
3305,1,1,1,1,0,0,1,1
43096,1,1,1,1,1,1,1,5
35173,1,1,1,1,1,1,1,5
22951,1,1,0,1,1,1,0,2
23068,1,0,0,0,0,0,0,2
1584,0,0,0,0,0,0,0,0
36987,1,1,1,1,1,1,1,5
17079,0,0,0,0,0,0,0,1
5609,0,0,1,1,1,1,1,1
37181,1,1,1,1,1,1,1,5
44091,1,1,1,1,1,1,1,5
2419,0,1,1,1,1,1,1,1
12079,1,1,1,1,1,1,1,1
34591,1,1,1,1,1,1,1,5
45677,1,1,1,1,1,1,1,6
18466,0,0,0,0,1,0,0,2
41709,1,1,1,1,1,1,1,5
24501,0,1,0,0,1,0,0,2
471,0,1,0,1,1,1,1,0
22644,1,1,0,1,1,1,1,2
1457,1,1,0,1,1,1,1,0
2884,0,1,1,1,1,1,1,1
11832,1,1,1,1,1,1,1,1
37570,1,1,1,1,1,1,1,5
36246,1,1,1,1,1,1,1,5
9529,0,0,1,0,0,0,0,1
56540,1,1,1,1,1,1,1,7
5155,1,1,1,1,1,1,1,1
54136,1,1,1,1,1,1,1,7
56216,1,1,1,1,1,1,1,7
50907,1,1,1,1,1,1,1,7
140,0,0,0,0,0,0,0,0
16940,1,1,1,1,1,1,1,1
22370,1,0,0,0,1,0,0,2
17077,0,1,1,1,1,1,1,1
24678,0,1,0,0,0,1,0,2
61468,1,1,1,1,1,1,1,8
60989,1,0,1,0,0,0,0,8
6005,1,1,1,1,1,1,1,1
52798,1,1,1,1,1,1,1,7
43503,1,1,1,1,1,1,1,5
29725,1,1,1,1,1,1,1,4
55385,1,1,1,0,0,1,1,7
57636,1,1,1,1,1,1,1,8
6869,1,1,1,1,0,0,0,1
7180,1,1,1,1,1,0,1,1
36136,1,1,1,1,1,1,1,5
59174,1,1,1,1,1,1,1,8
19496,0,0,0,0,0,0,0,2
38365,0,0,0,1,0,0,0,5
4796,1,1,1,1,1,1,1,1
61604,1,1,1,1,1,1,1,8
58210,1,1,1,1,1,1,1,8
14343,1,0,1,1,1,0,1,1
11676,1,1,1,1,1,1,1,1
3983,0,0,1,0,0,0,0,1
10745,1,0,1,1,0,1,0,1
5559,1,1,1,1,1,1,1,1
32078,1,1,1,1,1,1,1,5
31096,1,1,1,1,1,1,1,4
43098,1,1,1,1,1,1,1,5
50186,1,1,1,1,1,1,1,7
11252,0,1,1,0,1,1,1,1
4363,1,1,1,1,1,1,1,1
28486,1,1,0,1,1,1,1,3
39728,1,0,0,0,1,0,0,5
38637,1,1,1,1,1,1,1,5
58283,1,1,1,1,1,1,1,8
58454,1,1,1,1,1,1,1,8
44580,1,1,1,1,1,1,1,5
56833,0,1,1,1,1,1,1,7
32330,1,1,1,1,1,1,1,5
4590,1,1,1,1,1,1,1,1
9803,1,1,1,1,1,1,1,1
25681,1,0,0,0,0,0,1,2
16815,1,1,1,1,1,1,1,1
61031,1,1,1,1,1,1,1,8
5146,1,0,1,0,1,0,0,1
58543,1,1,1,1,1,1,1,8
27468,0,0,0,0,0,0,0,3
30982,1,1,1,1,1,1,1,4
7034,1,1,1,1,1,1,1,1
56902,1,1,1,1,1,1,1,7
14486,1,1,1,1,1,1,1,1
4325,0,1,1,1,1,1,0,1
41027,1,1,1,1,1,1,1,5
58433,1,1,1,1,1,1,1,8
15486,1,1,1,1,1,0,1,1
51452,1,1,1,1,1,1,1,7
15959,0,1,1,1,1,1,1,1
19378,1,0,0,0,0,0,1,2
8677,1,1,1,1,1,1,1,1
16840,1,1,1,1,1,1,1,1
2796,0,0,1,0,1,1,0,1
35069,1,1,1,1,1,1,1,5
34858,1,1,1,1,1,1,1,5
36891,1,1,1,1,1,1,1,5
44067,1,1,1,1,1,1,1,5
1390,1,1,0,1,1,1,1,0
33766,0,0,0,0,0,0,0,5
14756,1,1,1,1,1,1,1,1
18851,1,0,0,1,1,1,1,2
14506,1,1,1,1,1,1,1,1
24461,1,1,0,1,1,1,1,2
26310,1,1,0,1,1,1,1,3
23719,0,0,0,0,0,0,0,2
26167,1,0,0,1,0,0,0,3
14895,1,1,1,1,1,1,1,1
31528,1,1,1,1,1,1,1,5
39929,1,1,1,1,1,1,1,5
45153,1,0,0,0,1,0,1,5
52186,1,1,1,1,1,1,1,7
31430,0,1,0,0,0,0,0,4
1114,1,1,0,1,1,1,1,0
12708,1,1,1,1,1,1,1,1
60183,1,1,1,1,1,1,1,8
48206,0,1,0,1,0,1,1,6
44169,1,1,1,1,1,1,1,5
24786,1,0,0,0,0,0,0,2
35212,1,1,1,1,1,1,1,5
996,0,1,0,0,1,0,0,0
33403,1,1,1,1,1,1,1,5
23148,1,0,0,1,1,1,1,2
32892,1,1,1,1,1,1,1,5
45187,1,1,1,1,1,1,1,5
45208,1,1,1,1,1,1,1,5
56402,1,1,1,1,1,1,1,7
5870,1,1,1,1,1,1,1,1
45504,1,1,1,1,1,1,1,5
16788,0,1,1,1,1,1,1,1
53731,1,1,1,1,1,1,1,7
27155,1,1,0,0,0,0,0,3
23569,0,0,0,0,0,0,0,2
35250,1,1,1,1,1,1,1,5
44358,1,1,1,1,1,1,1,5
53232,1,1,1,1,1,1,1,7
15229,1,1,1,1,1,1,1,1
54729,1,1,1,1,1,1,1,7
11492,1,1,1,1,1,1,1,1
47745,0,0,0,0,0,0,0,6
17841,1,1,1,1,1,1,1,1
26374,1,0,0,0,1,0,1,3
45370,1,1,1,1,1,1,1,5
22618,1,1,0,1,1,1,1,2
20453,1,0,0,1,1,1,1,2
49216,1,1,1,1,1,1,1,7
12512,1,1,1,1,1,1,1,1
11931,0,1,1,1,1,1,1,1
35605,1,1,1,1,1,1,1,5
32542,1,1,1,1,1,1,1,5
26646,1,1,0,1,1,1,1,3
41923,1,1,1,1,1,1,1,5
40430,1,1,1,1,1,1,1,5
22860,0,0,0,1,0,0,0,2
15489,1,0,1,1,1,1,1,1
3232,1,1,1,1,1,1,1,1
29908,1,1,1,1,1,1,1,4
37969,1,1,1,1,1,1,1,5
31004,1,1,1,1,1,1,1,4
9673,0,1,1,0,1,1,1,1
44789,1,1,1,1,1,1,1,5
59696,1,1,1,0,1,1,0,8
50672,1,1,1,1,1,1,1,7
52399,1,1,1,1,1,1,1,7
14341,1,1,1,1,1,1,1,1
57457,1,1,1,1,1,1,1,8
59025,1,1,1,1,1,1,1,8
4732,1,1,1,1,1,1,1,1
39509,1,1,1,1,1,1,1,5
44991,1,0,0,1,0,0,1,5
42916,1,1,1,1,1,1,1,5
49020,1,1,1,1,1,1,1,7
7114,1,1,1,1,1,1,1,1
43981,1,1,1,1,1,1,1,5
32081,1,1,1,1,1,1,1,5
57808,1,1,1,1,1,1,1,8
35766,1,1,1,1,1,1,1,5
53452,1,1,1,1,1,1,1,7
34967,1,1,1,1,1,1,1,5
22395,0,0,0,1,1,0,1,2
16736,1,1,1,1,1,1,1,1
13334,0,1,1,1,1,1,1,1
87,1,1,0,1,1,1,1,0
25197,1,0,0,1,0,0,0,2
10971,1,1,1,1,1,1,1,1
11128,1,1,1,1,1,1,1,1
3787,0,1,1,0,1,0,1,1
21899,0,1,0,0,1,0,0,2
53838,1,1,1,1,1,1,1,7
28320,0,0,0,1,1,1,1,3
31008,1,1,1,1,1,1,1,4
3439,0,1,1,1,1,1,1,1
55987,1,1,1,1,1,1,1,7
49742,1,1,1,1,1,1,1,7
54158,1,1,1,1,1,1,1,7
12218,1,1,1,1,1,1,1,1
51690,1,1,1,1,1,1,1,7
14519,0,0,1,1,0,0,0,1
44146,1,1,1,1,1,1,1,5
10883,0,1,1,1,0,0,0,1
1005,1,0,0,0,1,0,1,0
9513,1,1,1,1,1,1,1,1
32297,1,1,1,1,1,1,1,5
18091,0,0,0,1,1,0,0,2
24033,0,1,0,1,1,1,1,2
51179,1,1,1,1,1,1,1,7
6066,1,1,1,1,1,1,1,1
19060,0,0,0,0,0,0,0,2
60716,1,1,1,1,1,1,1,8
50422,0,1,0,1,1,0,1,7
5888,1,1,1,1,1,1,1,1
106,0,0,0,0,0,0,0,0
43755,1,1,1,1,1,1,1,5
47117,1,1,0,1,1,1,1,6
32289,1,1,1,1,1,1,1,5
12381,1,1,1,1,1,1,1,1
21804,0,1,0,1,1,0,1,2
3682,1,1,1,1,1,1,1,1
42261,1,1,1,1,1,1,1,5
9871,1,1,1,1,1,1,1,1
34283,1,1,1,1,1,1,1,5
51369,1,1,1,1,1,0,1,7
13216,0,1,1,1,1,1,1,1
2641,1,1,1,1,1,1,1,1
58194,1,1,0,1,0,1,0,8
6994,0,0,1,1,0,0,0,1
32515,1,1,1,1,1,1,1,5
8080,1,1,1,1,1,1,1,1
29218,1,1,1,1,1,1,1,4
48347,1,1,1,0,1,1,1,6
3428,1,1,1,1,1,1,1,1
50619,1,1,1,1,1,1,1,7
42549,1,1,1,1,1,1,1,5
23734,0,1,0,0,1,0,0,2
50641,1,1,1,1,1,1,1,7
33451,1,1,1,1,1,1,1,5
13781,0,0,1,0,1,1,1,1
34866,1,1,1,1,1,1,1,5
30948,1,1,1,1,1,1,1,4
49781,1,1,1,1,1,1,1,7
29551,1,1,1,1,1,1,1,4
13418,0,0,1,1,0,0,0,1
41026,1,1,1,1,1,1,1,5
8175,1,1,1,1,1,1,1,1
19867,0,0,0,0,1,0,1,2
17594,0,1,1,1,0,0,0,1
33106,1,1,1,1,1,1,1,5
61271,1,1,1,1,1,1,1,8
17650,1,1,1,1,1,1,1,1
33983,1,1,1,1,1,1,1,5
29154,1,1,1,1,1,1,1,4
52156,1,1,1,1,1,1,1,7
15754,1,1,1,1,1,1,1,1
10696,1,1,1,1,1,0,0,1
56751,1,1,1,1,1,1,1,7
22999,0,1,0,1,0,0,0,2
36135,1,1,1,1,1,1,1,5
41831,1,1,1,1,1,1,1,5
23174,0,0,0,0,0,0,0,2
45936,1,1,1,1,1,1,1,6
59945,1,0,1,1,1,1,1,8
47075,1,0,1,1,1,1,1,6
56497,1,1,1,1,1,1,1,7
24359,1,1,0,1,1,1,1,2
54967,1,1,1,1,1,1,1,7
16043,1,1,1,1,1,1,1,1
13475,1,1,1,1,1,1,1,1
38734,1,1,1,1,1,1,1,5
24337,0,1,0,1,1,1,1,2
53695,1,1,1,1,1,1,1,7
18680,1,1,0,1,1,1,1,2
